Title,Year,Runtime,IMDB Rating,Metascore,IMDB Votes,Box Office,Budget,Revenue,TMDB Rating,Vote Count,Month,Day,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Approved,G,GP,M,M/PG,NC-17,Not Rated,PG,PG-13,R,TV-MA,Unrated,Top_Production_Company,Top_Director,Top_Writer,Domestic,International,English_Language,Other_Language,Oscars_Won,Oscars_Nominated,Wins,Nominations,Descr_Sentiment,Tagline_Sentiment,Female_Lead,starpower
Rush Hour,1998,98,7.0,61.0,312752,141186864.0,33000000,244721064,7.051,5250,9,18,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,6,9,1,1,0,0.0
The Hunt for Red October,1990,135,7.5,58.0,224080,122012643.0,30000000,200512643,7.38,3415,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,3,9,0,0,0,0.6666666666666666
The Dictator,2012,83,6.5,58.0,352240,59650222.0,65000000,179379533,6.206,6054,5,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0.3333333333333333
Insomnia,2002,118,7.2,78.0,330817,67355513.0,46000000,113714830,6.949,4926,5,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,11,0,1,0,2.0
John Carter,2012,132,6.6,51.0,293612,73078100.0,250000000,284100000,6.348,5812,3,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2,8,1,0,0,0.0
Willow,1988,126,7.2,47.0,135552,57269863.0,35000000,57300000,7.011,2021,5,20,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,2,1,13,1,1,0,1.3333333333333333
The Green Knight,2021,130,6.6,85.0,126133,17173321.0,15000000,18887953,6.604,2008,7,30,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,22,123,1,1,0,0.3333333333333333
Argo,2012,120,7.7,86.0,652528,136025503.0,44500000,232300000,7.28,8534,10,12,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,3,0,96,156,0,0,0,0.3333333333333333
Super 8,2011,112,7.0,72.0,375101,127004179.0,50000000,260100000,6.77,6751,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,11,71,0,1,1,0.6666666666666666
Night at the Museum,2006,108,6.5,48.0,395057,250863268.0,110000000,574480841,6.59,10484,12,22,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,2,8,0,1,0,0.0
Hercules,1997,93,7.3,74.0,268256,99112101.0,2500000,10676194,4.9,113,6,27,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,9,16,1,1,0,0.0
Escape Plan,2013,115,6.7,49.0,266191,25135965.0,50000000,137328301,6.722,5306,10,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0.6666666666666666
To Kill a Mockingbird,1963,129,8.3,88.0,344345,592237.0,2000000,13129846,7.99,2710,3,16,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,14,16,1,1,0,0.0
Shazam!,2019,132,7.0,71.0,401720,140480049.0,80000000,367799011,6.99,9782,4,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,27,1,1,0,0.3333333333333333
The Nun,2018,96,5.4,46.0,181821,117481222.0,22000000,366082797,5.902,6852,9,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,2,1,1,0,0,0.0
American Assassin,2017,111,6.2,45.0,96597,36249674.0,33000000,67200000,6.417,3108,9,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,2,1,0,0,0.3333333333333333
Moonraker,1979,126,6.3,66.0,113495,70308099.0,34000000,210308099,6.176,2056,6,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,7,1,1,0,0.0
Spy,2015,120,7.0,75.0,268370,110825712.0,65000000,235666219,6.833,6151,6,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,6,31,1,0,1,1.0
Vicky Cristina Barcelona,2008,96,7.1,70.0,275462,23216709.0,15000000,96409830,6.795,3826,8,15,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,32,54,1,1,1,0.6666666666666666
The Princess and the Frog,2009,97,7.2,73.0,179686,104400899.0,105000000,270997378,7.217,5837,12,11,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3,10,42,1,1,1,0.3333333333333333
Friday,1995,91,7.2,54.0,132487,27467564.0,3500000,28215918,7.124,1897,4,26,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,5,0,1,0,0.0
Munich,2006,164,7.5,74.0,247628,47403685.0,70000000,130982129,7.14,2776,1,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,5,14,75,0,1,0,1.0
The Favourite,2018,119,7.5,91.0,247322,34366783.0,15000000,95918706,7.503,5643,12,21,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,188,358,1,1,0,0.6666666666666666
A Good Year,2006,117,6.9,47.0,103460,7459300.0,35000000,42064105,6.669,1541,11,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,2,0,1,0,0.6666666666666666
Urban Cowboy,1980,132,6.5,61.0,17425,46918287.0,10000000,53300000,6.452,262,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,7,0,1,0,0.6666666666666666
Big Daddy,1999,93,6.4,42.0,243918,163479795.0,34200000,234801895,6.488,3365,6,25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,8,14,1,1,0,0.0
Talladega Nights: The Ballad of Ricky Bobby,2006,108,6.6,66.0,208524,148213377.0,72500000,163000000,6.365,1757,8,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,8,9,1,1,0,0.3333333333333333
Hanna,2011,111,6.7,65.0,211481,40259119.0,30000000,63782078,6.59,3467,4,8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,8,26,1,1,0,1.6666666666666667
The Little Mermaid,1989,83,7.6,88.0,303917,111543479.0,297000000,569626289,6.311,3099,11,17,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,16,9,1,1,1,0.0
"New York, I Love You",2009,103,6.2,49.0,49221,1588015.0,14700000,14600000,5.952,554,10,16,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1.0
Pain & Gain,2013,129,6.4,45.0,237023,49875291.0,25000000,87305549,6.277,4587,4,26,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,4,0,1,0,1.0
John Wick: Chapter 3 - Parabellum,2019,130,7.4,73.0,457227,171015687.0,55000000,326709727,7.443,11101,5,17,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,18,29,1,0,0,1.0
Captain Fantastic,2016,118,7.8,72.0,244601,5879835.0,5000000,23123592,7.894,6565,7,29,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,15,51,0,1,0,0.6666666666666666
Gran Torino,2009,116,8.1,73.0,840937,148095302.0,33000000,270000000,8.0,11012,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,21,23,1,0,0,0.6666666666666666
Taps,1981,126,6.8,49.0,21391,35856053.0,14000000,35900000,6.796,279,12,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0.6666666666666666
The Untouchables,1987,119,7.8,79.0,344613,76270454.0,25000000,76270454,7.758,5872,6,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,11,18,1,0,0,2.0
Rain Man,1988,133,8.0,65.0,565093,172825435.0,25000000,354825435,7.755,6644,12,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,4,0,27,26,0,1,0,1.3333333333333333
Moon,2009,97,7.8,67.0,385753,5010163.0,5000000,9760104,7.566,5895,7,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,28,37,0,0,0,0.6666666666666666
Bones and All,2022,131,6.8,74.0,67170,7834907.0,16000000,15234907,7.0,1460,11,23,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,4,77,1,1,0,0.0
Basic Instinct 2,2006,114,4.4,26.0,42663,5971336.0,70000000,38629478,4.987,790,3,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,8,6,1,1,1,0.6666666666666666
Blade: Trinity,2004,113,5.8,38.0,195735,52411906.0,65000000,128905366,5.861,4060,12,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0.3333333333333333
We Need to Talk About Kevin,2011,112,7.4,68.0,174621,1738692.0,7000000,10800000,7.544,2910,10,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,26,66,0,1,0,1.0
Sinners,2025,137,7.7,84.0,221289,278578513.0,90000000,365878513,7.562,2152,4,18,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,10,16,0,1,0,0.3333333333333333
The Abyss,1989,140,7.5,62.0,202359,54981151.0,43000000,90000098,7.354,3162,8,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,9,16,0,1,0,1.6666666666666667
Hostel,2006,94,5.9,55.0,198317,47326473.0,4800000,81979826,5.946,3746,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,6,14,0,0,0,0.0
30 Days of Night,2007,113,6.6,53.0,196463,39569000.0,30000000,80276156,6.43,2885,10,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,14,0,1,0,0.3333333333333333
Straight Outta Compton,2015,147,7.8,72.0,227632,161197785.0,28000000,201634991,7.786,4014,8,14,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,28,40,1,1,0,0.3333333333333333
The Last Voyage of the Demeter,2023,118,6.1,52.0,65428,13637180.0,45000000,21600000,6.774,1758,8,11,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,2,10,1,1,0,0.0
Dog Man,2025,89,6.3,66.0,11168,97970355.0,40000000,145550471,7.8,272,1,31,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0.0
10 Cloverfield Lane,2016,103,7.2,76.0,373910,72082998.0,15000000,110216998,6.991,8208,3,11,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,16,48,0,0,0,0.6666666666666666
Planet of the Apes,2001,120,5.7,50.0,238729,180011740.0,5800000,32589624,7.647,3713,7,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,11,32,1,1,0,1.6666666666666667
Shrek 2,2004,93,7.4,75.0,535718,444978202.0,150000000,935454538,7.3,12788,5,19,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,2,18,52,0,1,0,1.0
The Hurt Locker,2009,131,7.5,95.0,485303,17017811.0,15000000,49259766,7.256,5803,7,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,6,0,125,130,1,1,0,0.3333333333333333
Toy Story 4,2019,100,7.6,84.0,299003,434038008.0,175000000,1073841394,7.472,10080,6,21,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,61,66,1,1,0,0.6666666666666666
Minions,2015,91,6.4,56.0,275254,336045770.0,74000000,1159457503,6.413,10764,7,10,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,4,29,1,1,1,1.0
Coming to America,1988,117,7.1,47.0,233044,128152301.0,30000000,288752301,6.88,4501,6,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,2,5,5,1,1,0,0.3333333333333333
The Wedding Singer,1998,97,6.9,60.0,167280,80245725.0,18000000,123306987,6.775,1806,2,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,5,7,1,1,0,0.0
The Hunt,2012,115,8.3,77.0,391965,613308.0,14000000,10550350,6.627,3380,11,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,38,74,0,0,0,0.3333333333333333
Ant-Man,2015,117,7.2,64.0,757549,180202163.0,130000000,519311965,7.07,20210,7,17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,4,34,1,0,0,0.6666666666666666
Donnie Brasco,1997,127,7.7,77.0,345632,41909762.0,35000000,124909762,7.536,4596,2,28,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2,16,1,0,0,1.6666666666666667
Alexander,2004,175,5.6,40.0,178478,34297191.0,155000000,167298192,5.944,3349,11,24,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,6,19,1,1,0,1.3333333333333333
Shazam! Fury of the Gods,2023,130,5.9,47.0,139390,57638006.0,110000000,134221819,6.463,3367,3,17,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,8,1,1,0,0.3333333333333333
For Your Eyes Only,1981,127,6.7,54.0,112527,54812802.0,28000000,195300000,6.536,1929,6,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,2,9,0,0,0,0.0
Dark City,1998,100,7.6,66.0,221015,14378331.0,27000000,27200000,7.327,2960,2,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,12,19,0,1,0,0.3333333333333333
Pompeii,2014,105,5.5,41.0,120263,23219748.0,100000000,117831631,5.545,3288,2,21,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,9,4,1,0,0,1.0
Brave,2012,93,7.1,69.0,464856,237283207.0,185000000,539000000,7.021,13685,6,22,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,20,48,1,1,0,0.6666666666666666
The Blind Side,2009,129,7.6,53.0,376637,255982860.0,29000000,309231694,7.671,6540,11,20,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,9,30,1,1,0,0.6666666666666666
Road Trip,2000,93,6.5,55.0,183956,68540777.0,16000000,119754278,6.217,2025,5,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,4,9,1,1,0,0.0
Mortal Engines,2018,128,6.1,44.0,148694,15951040.0,100000000,83869818,6.215,4858,12,14,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,3,2,1,0,0,0.0
Bring It On,2000,98,6.2,52.0,110897,68379000.0,28000000,90449929,6.252,1752,8,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2,7,0,1,1,0.6666666666666666
Vertigo,1958,128,8.2,100.0,446771,7863310.0,2479000,7808900,8.16,5974,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,2,9,8,0,1,0,0.0
Hostiles,2018,134,7.2,65.0,101880,29819114.0,55000000,36976336,6.936,2369,1,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,4,7,0,1,0,0.0
The Bourne Ultimatum,2007,115,8.0,85.0,672169,227471070.0,70000000,442824138,7.429,7930,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,3,0,29,42,1,1,0,0.6666666666666666
Cape Fear,1991,128,7.3,73.0,226871,79091969.0,35000000,182300000,7.257,3583,11,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,2,5,21,1,1,0,0.6666666666666666
The Terminal,2004,128,7.4,55.0,517316,77872883.0,60000000,219417255,7.349,8183,6,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,7,8,1,0,0,1.3333333333333333
Natural Born Killers,1994,119,7.2,74.0,260153,50282766.0,34000000,50283563,7.06,3548,8,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,5,10,1,1,0,0.6666666666666666
Do the Right Thing,1989,120,8.0,93.0,119910,27545445.0,6500000,37300000,7.8,1861,7,21,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,2,21,19,0,1,0,0.0
The Hitman's Bodyguard,2017,118,6.9,47.0,255596,75468583.0,30000000,176586701,6.9,6373,8,18,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,8,0,1,0,1.3333333333333333
Speed,1994,116,7.3,78.0,411634,121248145.0,30000000,350448145,7.143,6428,6,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2,0,20,20,0,1,0,1.3333333333333333
This Means War,2012,103,6.3,31.0,198322,54760791.0,65000000,156974557,6.185,3457,2,17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,6,1,0,1,1.0
The Basketball Diaries,1995,102,7.3,46.0,124476,2381087.0,2000000,2381087,7.402,2074,4,21,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,2,0,1,0,0.6666666666666666
Cars 2,2011,106,6.2,57.0,240276,191452396.0,200000000,559852396,6.157,8089,6,24,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,19,1,1,0,0.6666666666666666
The Many Saints of Newark,2021,120,6.3,60.0,66797,8237403.0,50000000,13037403,6.321,697,10,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,4,1,0,0,0.0
Spring Breakers,2013,94,5.3,63.0,152300,14124284.0,5000000,32016127,5.243,3907,3,22,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,14,35,0,1,1,1.0
Boyz n the Hood,1991,112,7.8,76.0,162197,57504069.0,6500000,57504069,7.631,2094,7,12,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,2,12,28,1,0,0,1.3333333333333333
Vanilla Sky,2001,136,6.9,45.0,295886,100618344.0,68000000,203388341,6.814,4337,12,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,5,34,0,1,0,2.0
Austin Powers: The Spy Who Shagged Me,1999,95,6.7,59.0,256786,206040086.0,33000000,312016928,6.285,3450,6,11,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,18,31,0,1,0,0.0
The Conjuring 2,2016,134,7.3,65.0,320320,102516140.0,40000000,322811702,7.291,8668,6,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,4,13,0,1,1,1.3333333333333333
Captain Phillips,2013,134,7.8,82.0,508192,107100855.0,55000000,218791811,7.539,7121,10,11,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,6,17,155,1,1,0,0.6666666666666666
Scary Movie 4,2006,83,5.1,40.0,134679,90710620.0,45000000,178262620,5.487,3362,4,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,3,1,0,1,0.0
